id_animal,especie,idade_meses,ecc,tentativas_previas,indice_genetico_reprodutor,estacao,dias_pos_parto,fazenda,sucesso_prenhez
ANM_01001,Bovino,15,3.6,0,99,Chuva,239,Fazenda_B,1
ANM_01002,Ovino,77,4.2,0,58,Seca,223,Fazenda_C,1
ANM_01003,Caprino,38,3.4,0,96,Chuva,66,Fazenda_C,1
ANM_01004,Ovino,10,2.8,0,81,Seca,198,Fazenda_A,1
ANM_01005,Caprino,26,2.5,3,76,Seca,77,Fazenda_A,1
ANM_01006,Ovino,42,2.9,0,59,Chuva,169,Fazenda_A,1
ANM_01007,Ovino,38,3.9,0,74,Chuva,43,Fazenda_A,1
ANM_01008,Caprino,34,2.9,1,98,Chuva,53,Fazenda_C,1
ANM_01009,Bovino,90,3.8,1,94,Chuva,82,Fazenda_D,0
ANM_01010,Bovino,14,3.6,1,82,Chuva,207,Fazenda_A,1
ANM_01011,Bovino,73,4.3,0,60,Chuva,166,Fazenda_B,1
ANM_01012,Caprino,62,3.2,0,86,Chuva,43,Fazenda_B,1
ANM_01013,Caprino,41,3.1,0,58,Seca,83,Fazenda_C,1
ANM_01014,Bovino,43,3.9,0,56,Seca,167,Fazenda_B,1
ANM_01015,Ovino,60,2.4,0,56,Seca,135,Fazenda_A,1
ANM_01016,Caprino,42,2.8,0,83,Chuva,117,Fazenda_D,1
ANM_01017,Bovino,68,1.9,2,68,Seca,46,Fazenda_D,0
ANM_01018,Ovino,64,2.2,2,69,Seca,205,Fazenda_A,0
ANM_01019,Caprino,71,4.4,0,99,Seca,63,Fazenda_B,1
ANM_01020,Bovino,82,3.6,0,91,Chuva,112,Fazenda_C,1
ANM_01021,Ovino,57,2.1,0,74,Seca,84,Fazenda_D,0
ANM_01022,Bovino,35,3.9,0,54,Seca,138,Fazenda_A,1
ANM_01023,Caprino,59,2.6,0,97,Chuva,193,Fazenda_A,1
ANM_01024,Caprino,42,3.5,2,78,Chuva,247,Fazenda_B,1
ANM_01025,Caprino,74,3.5,0,76,Seca,73,Fazenda_C,1
ANM_01026,Bovino,49,4.3,0,74,Chuva,139,Fazenda_C,1
ANM_01027,Caprino,58,2.7,0,86,Seca,186,Fazenda_B,1
ANM_01028,Caprino,59,2.6,3,64,Chuva,26,Fazenda_A,0
ANM_01029,Bovino,95,1.2,2,97,Seca,73,Fazenda_B,0
ANM_01030,Caprino,56,3.0,1,53,Chuva,62,Fazenda_B,1
ANM_01031,Bovino,93,3.6,0,63,Chuva,39,Fazenda_B,1
ANM_01032,Ovino,47,3.7,0,98,Chuva,103,Fazenda_A,1
ANM_01033,Bovino,31,4.0,0,66,Seca,172,Fazenda_D,1
ANM_01034,Bovino,35,3.3,0,70,Chuva,62,Fazenda_A,1
ANM_01035,Bovino,79,3.5,1,65,Seca,232,Fazenda_D,0
ANM_01036,Ovino,27,3.1,0,75,Chuva,220,Fazenda_D,1
ANM_01037,Bovino,113,3.6,0,58,Chuva,146,Fazenda_B,1
ANM_01038,Ovino,50,2.4,0,51,Chuva,174,Fazenda_C,1
ANM_01039,Bovino,116,2.1,0,92,Chuva,239,Fazenda_B,0
ANM_01040,Bovino,60,2.5,0,64,Chuva,172,Fazenda_A,1
ANM_01041,Ovino,45,3.2,0,84,Chuva,55,Fazenda_C,1
ANM_01042,Ovino,35,2.2,0,73,Seca,245,Fazenda_C,1
ANM_01043,Bovino,67,2.7,0,97,Chuva,85,Fazenda_A,1
ANM_01044,Ovino,23,2.7,2,87,Chuva,140,Fazenda_A,1
ANM_01045,Caprino,66,3.6,0,63,Chuva,28,Fazenda_B,1
ANM_01046,Ovino,37,3.6,0,86,Chuva,102,Fazenda_A,1
ANM_01047,Bovino,86,3.1,0,86,Chuva,98,Fazenda_D,1
ANM_01048,Bovino,108,3.4,1,55,Chuva,200,Fazenda_D,1
ANM_01049,Caprino,55,3.4,1,67,Chuva,40,Fazenda_C,1
ANM_01050,Bovino,114,2.8,0,71,Seca,197,Fazenda_B,0
ANM_01051,Caprino,8,2.7,0,67,Chuva,35,Fazenda_B,1
ANM_01052,Ovino,54,4.2,3,51,Seca,213,Fazenda_C,0
ANM_01053,Caprino,20,1.4,1,81,Seca,45,Fazenda_A,0
ANM_01054,Ovino,65,2.6,0,66,Seca,191,Fazenda_B,0
ANM_01055,Caprino,64,3.0,0,50,Chuva,48,Fazenda_C,1
ANM_01056,Bovino,116,3.5,0,58,Seca,244,Fazenda_C,1
ANM_01057,Ovino,64,3.9,1,62,Chuva,117,Fazenda_D,1
ANM_01058,Bovino,64,4.4,0,85,Chuva,193,Fazenda_C,1
ANM_01059,Bovino,97,3.0,0,86,Chuva,238,Fazenda_A,1
ANM_01060,Ovino,8,3.1,0,79,Chuva,90,Fazenda_A,1
ANM_01061,Caprino,47,3.4,0,80,Chuva,196,Fazenda_A,1
ANM_01062,Caprino,22,2.7,1,72,Seca,162,Fazenda_A,1
ANM_01063,Ovino,10,2.3,2,99,Seca,36,Fazenda_C,0
ANM_01064,Bovino,25,3.0,0,77,Chuva,156,Fazenda_B,1
ANM_01065,Bovino,42,3.6,1,59,Seca,224,Fazenda_C,1
ANM_01066,Ovino,13,2.9,0,74,Chuva,51,Fazenda_B,1
ANM_01067,Bovino,27,3.4,2,85,Chuva,85,Fazenda_B,1
ANM_01068,Bovino,25,1.8,1,75,Seca,78,Fazenda_B,1
ANM_01069,Bovino,112,3.1,3,75,Chuva,179,Fazenda_D,1
ANM_01070,Bovino,18,2.8,3,94,Chuva,130,Fazenda_A,0
ANM_01071,Bovino,94,2.2,0,62,Seca,231,Fazenda_D,0
ANM_01072,Bovino,119,3.6,1,66,Chuva,190,Fazenda_C,1
ANM_01073,Bovino,45,4.4,0,89,Chuva,102,Fazenda_D,1
ANM_01074,Bovino,87,3.8,0,53,Chuva,129,Fazenda_B,1
ANM_01075,Caprino,49,3.8,0,72,Chuva,238,Fazenda_C,1
ANM_01076,Bovino,94,3.6,0,84,Seca,247,Fazenda_A,1
ANM_01077,Bovino,82,3.6,1,60,Chuva,78,Fazenda_B,1
ANM_01078,Ovino,51,1.8,0,61,Seca,49,Fazenda_A,0
ANM_01079,Bovino,119,3.0,2,58,Chuva,30,Fazenda_D,1
ANM_01080,Caprino,15,3.5,1,64,Chuva,227,Fazenda_A,0
ANM_01081,Ovino,55,3.5,1,94,Chuva,138,Fazenda_C,1
ANM_01082,Bovino,46,4.0,0,86,Chuva,173,Fazenda_B,1
ANM_01083,Bovino,113,2.4,0,54,Seca,113,Fazenda_A,1
ANM_01084,Caprino,24,3.5,0,68,Chuva,21,Fazenda_D,1
ANM_01085,Caprino,15,2.4,0,60,Chuva,181,Fazenda_C,1
ANM_01086,Bovino,75,3.0,1,58,Chuva,188,Fazenda_B,1
ANM_01087,Ovino,63,3.1,1,84,Seca,233,Fazenda_D,1
ANM_01088,Bovino,42,3.7,0,99,Chuva,50,Fazenda_B,1
ANM_01089,Caprino,31,3.6,1,76,Chuva,82,Fazenda_A,1
ANM_01090,Bovino,28,3.2,0,62,Chuva,202,Fazenda_D,1
ANM_01091,Caprino,12,1.6,0,61,Chuva,136,Fazenda_D,0
ANM_01092,Ovino,48,3.4,0,58,Seca,208,Fazenda_A,1
ANM_01093,Ovino,35,2.9,0,91,Chuva,232,Fazenda_D,1
ANM_01094,Ovino,10,4.1,1,77,Chuva,146,Fazenda_D,1
ANM_01095,Bovino,95,3.9,1,62,Seca,55,Fazenda_D,1
ANM_01096,Bovino,70,2.4,1,69,Chuva,59,Fazenda_A,0
ANM_01097,Bovino,62,3.5,0,62,Chuva,42,Fazenda_A,1
ANM_01098,Bovino,57,3.5,0,76,Seca,173,Fazenda_B,1
ANM_01099,Ovino,81,3.5,0,75,Seca,37,Fazenda_A,0
ANM_01100,Bovino,27,3.4,3,78,Seca,98,Fazenda_D,0
ANM_01101,Bovino,16,3.5,0,78,Seca,53,Fazenda_A,1
ANM_01102,Caprino,68,4.2,0,71,Seca,233,Fazenda_D,1
ANM_01103,Caprino,70,2.7,2,58,Seca,175,Fazenda_D,1
ANM_01104,Caprino,51,2.5,1,73,Seca,126,Fazenda_D,1
ANM_01105,Caprino,64,3.6,1,91,Chuva,68,Fazenda_A,0
ANM_01106,Bovino,33,1.8,3,68,Chuva,211,Fazenda_D,0
ANM_01107,Bovino,71,3.6,0,87,Seca,218,Fazenda_B,1
ANM_01108,Ovino,63,3.4,0,80,Chuva,210,Fazenda_C,1
ANM_01109,Ovino,83,1.5,0,88,Chuva,81,Fazenda_C,0
ANM_01110,Bovino,81,2.7,0,64,Chuva,61,Fazenda_B,1
ANM_01111,Caprino,58,4.2,0,81,Chuva,43,Fazenda_C,1
ANM_01112,Bovino,50,2.1,0,95,Seca,182,Fazenda_B,1
ANM_01113,Bovino,21,3.2,1,97,Seca,224,Fazenda_A,1
ANM_01114,Ovino,50,2.4,0,95,Seca,202,Fazenda_C,1
ANM_01115,Ovino,11,2.6,0,78,Chuva,196,Fazenda_B,1
ANM_01116,Ovino,75,4.4,1,83,Chuva,96,Fazenda_B,1
ANM_01117,Bovino,44,3.2,0,58,Chuva,114,Fazenda_D,0
ANM_01118,Caprino,51,3.5,1,84,Seca,206,Fazenda_A,1
ANM_01119,Bovino,22,3.0,3,55,Chuva,102,Fazenda_B,0
ANM_01120,Bovino,119,2.0,1,86,Chuva,112,Fazenda_C,0
ANM_01121,Caprino,38,2.3,0,63,Chuva,41,Fazenda_D,1
ANM_01122,Caprino,39,3.9,2,96,Seca,124,Fazenda_D,1
ANM_01123,Caprino,73,3.2,0,99,Chuva,104,Fazenda_D,1
ANM_01124,Caprino,36,2.6,1,98,Chuva,80,Fazenda_A,1
ANM_01125,Ovino,82,3.1,0,58,Chuva,227,Fazenda_B,1
ANM_01126,Ovino,35,3.6,0,68,Chuva,177,Fazenda_A,1
ANM_01127,Bovino,16,3.4,3,72,Seca,88,Fazenda_B,0
ANM_01128,Bovino,103,2.6,0,90,Chuva,207,Fazenda_D,1
ANM_01129,Bovino,70,2.0,1,77,Seca,25,Fazenda_C,1
ANM_01130,Bovino,43,2.8,0,65,Chuva,104,Fazenda_C,1
ANM_01131,Ovino,15,3.9,1,75,Seca,133,Fazenda_A,1
ANM_01132,Bovino,39,3.7,3,87,Seca,158,Fazenda_D,0
ANM_01133,Bovino,15,3.4,0,89,Chuva,43,Fazenda_B,1
ANM_01134,Bovino,75,3.0,0,74,Chuva,239,Fazenda_A,1
ANM_01135,Ovino,9,2.7,1,84,Chuva,98,Fazenda_D,0
ANM_01136,Bovino,59,3.0,2,54,Chuva,129,Fazenda_A,1
ANM_01137,Caprino,74,3.6,0,56,Chuva,123,Fazenda_C,0
ANM_01138,Bovino,38,3.8,1,72,Seca,70,Fazenda_D,1
ANM_01139,Bovino,64,2.9,0,74,Seca,38,Fazenda_A,1
ANM_01140,Ovino,19,4.9,0,50,Chuva,197,Fazenda_B,0
ANM_01141,Caprino,50,3.2,0,71,Seca,228,Fazenda_C,1
ANM_01142,Bovino,48,2.9,1,53,Chuva,150,Fazenda_B,1
ANM_01143,Ovino,61,4.1,2,77,Seca,150,Fazenda_A,0
ANM_01144,Ovino,15,1.7,0,97,Seca,147,Fazenda_D,1
ANM_01145,Bovino,15,3.4,0,63,Chuva,111,Fazenda_C,1
ANM_01146,Caprino,67,3.0,1,82,Chuva,50,Fazenda_B,1
ANM_01147,Ovino,47,4.1,0,53,Seca,125,Fazenda_B,0
ANM_01148,Ovino,50,3.5,2,91,Seca,143,Fazenda_D,0
ANM_01149,Caprino,70,3.2,0,60,Seca,132,Fazenda_A,1
ANM_01150,Caprino,37,3.6,0,88,Seca,194,Fazenda_B,1
ANM_01151,Ovino,53,2.4,0,81,Chuva,155,Fazenda_A,1
ANM_01152,Caprino,8,3.8,2,53,Chuva,36,Fazenda_A,0
ANM_01153,Ovino,83,2.2,3,50,Seca,118,Fazenda_A,0
ANM_01154,Ovino,75,3.4,0,75,Seca,119,Fazenda_D,1
ANM_01155,Ovino,64,3.1,0,82,Seca,238,Fazenda_A,1
ANM_01156,Ovino,50,1.9,0,66,Seca,123,Fazenda_C,1
ANM_01157,Bovino,87,3.1,1,76,Chuva,64,Fazenda_D,1
ANM_01158,Caprino,62,3.3,1,91,Seca,116,Fazenda_B,1
ANM_01159,Caprino,49,2.6,3,54,Seca,79,Fazenda_D,0
ANM_01160,Bovino,102,2.4,1,56,Chuva,133,Fazenda_B,0
ANM_01161,Caprino,40,3.4,2,74,Seca,222,Fazenda_C,1
ANM_01162,Bovino,114,3.4,0,57,Chuva,40,Fazenda_A,1
ANM_01163,Bovino,43,3.3,0,83,Chuva,217,Fazenda_A,1
ANM_01164,Ovino,77,3.1,1,90,Seca,131,Fazenda_A,1
ANM_01165,Bovino,83,2.7,0,53,Chuva,168,Fazenda_A,1
ANM_01166,Caprino,61,4.7,0,61,Chuva,144,Fazenda_D,0
ANM_01167,Caprino,73,2.9,0,80,Chuva,205,Fazenda_C,1
ANM_01168,Ovino,19,2.5,0,60,Chuva,202,Fazenda_B,1
ANM_01169,Bovino,16,3.1,0,86,Chuva,47,Fazenda_D,1
ANM_01170,Bovino,39,3.0,0,93,Chuva,100,Fazenda_A,1
ANM_01171,Ovino,63,2.9,0,85,Chuva,101,Fazenda_A,1
ANM_01172,Caprino,30,4.4,0,94,Chuva,222,Fazenda_A,1
ANM_01173,Ovino,59,2.3,0,71,Seca,65,Fazenda_B,1
ANM_01174,Bovino,83,3.1,1,50,Chuva,63,Fazenda_B,1
ANM_01175,Ovino,49,2.4,0,99,Seca,108,Fazenda_D,1
ANM_01176,Ovino,66,2.7,1,53,Seca,241,Fazenda_C,0
ANM_01177,Ovino,64,4.3,1,85,Chuva,172,Fazenda_B,0
ANM_01178,Bovino,62,3.3,1,57,Chuva,218,Fazenda_D,0
ANM_01179,Ovino,48,3.3,1,74,Seca,196,Fazenda_B,1
ANM_01180,Ovino,82,2.4,0,77,Chuva,248,Fazenda_D,0
ANM_01181,Caprino,72,2.8,0,87,Chuva,137,Fazenda_A,1
ANM_01182,Bovino,24,4.4,1,85,Seca,193,Fazenda_B,1
ANM_01183,Ovino,24,3.4,0,85,Seca,238,Fazenda_A,0
ANM_01184,Caprino,58,2.9,0,92,Seca,139,Fazenda_C,1
ANM_01185,Bovino,59,3.4,0,90,Seca,237,Fazenda_A,1
ANM_01186,Caprino,50,3.3,2,95,Chuva,82,Fazenda_C,1
ANM_01187,Ovino,28,2.5,0,53,Seca,96,Fazenda_B,0
ANM_01188,Bovino,66,2.8,0,62,Seca,107,Fazenda_C,1
ANM_01189,Bovino,72,4.7,3,87,Chuva,159,Fazenda_A,0
ANM_01190,Ovino,36,3.4,1,94,Chuva,97,Fazenda_B,1
ANM_01191,Bovino,21,2.0,0,74,Seca,204,Fazenda_D,0
ANM_01192,Ovino,63,3.5,2,52,Seca,220,Fazenda_B,0
ANM_01193,Bovino,86,4.0,0,81,Seca,83,Fazenda_D,1
ANM_01194,Ovino,26,2.5,1,88,Chuva,178,Fazenda_A,1
ANM_01195,Bovino,117,2.8,0,50,Chuva,23,Fazenda_B,0
ANM_01196,Caprino,31,4.1,0,60,Chuva,201,Fazenda_D,1
ANM_01197,Caprino,25,3.1,1,51,Seca,102,Fazenda_A,1
ANM_01198,Caprino,11,3.0,0,54,Chuva,212,Fazenda_C,1
ANM_01199,Ovino,81,2.2,0,71,Seca,240,Fazenda_D,0
ANM_01200,Bovino,92,3.8,1,95,Seca,25,Fazenda_C,1
ANM_01201,Ovino,78,3.0,0,62,Seca,212,Fazenda_B,0
ANM_01202,Bovino,96,1.6,3,97,Chuva,236,Fazenda_D,0
ANM_01203,Bovino,100,2.0,0,72,Chuva,110,Fazenda_A,1
ANM_01204,Bovino,40,2.7,0,96,Chuva,41,Fazenda_A,1
ANM_01205,Bovino,53,2.3,1,80,Chuva,164,Fazenda_C,1
ANM_01206,Ovino,32,2.5,0,84,Seca,206,Fazenda_A,1
ANM_01207,Ovino,33,4.7,0,87,Seca,48,Fazenda_B,1
ANM_01208,Bovino,75,3.6,0,90,Chuva,214,Fazenda_B,1
ANM_01209,Bovino,96,1.3,3,84,Chuva,164,Fazenda_C,0
ANM_01210,Caprino,56,2.9,0,94,Chuva,21,Fazenda_D,1
ANM_01211,Bovino,55,3.0,0,62,Seca,51,Fazenda_A,1
ANM_01212,Bovino,42,2.1,0,56,Chuva,169,Fazenda_B,1
ANM_01213,Bovino,52,3.5,0,54,Seca,122,Fazenda_D,1
ANM_01214,Ovino,66,1.7,0,78,Chuva,244,Fazenda_B,0
ANM_01215,Ovino,47,3.9,1,57,Chuva,205,Fazenda_B,1
ANM_01216,Bovino,46,4.1,3,57,Chuva,200,Fazenda_D,0
ANM_01217,Bovino,96,4.7,0,56,Seca,233,Fazenda_D,1
ANM_01218,Ovino,22,2.0,0,68,Chuva,194,Fazenda_A,1
ANM_01219,Ovino,29,2.1,3,88,Chuva,151,Fazenda_C,0
ANM_01220,Bovino,20,3.6,0,72,Seca,185,Fazenda_C,1
ANM_01221,Caprino,32,3.9,0,85,Seca,136,Fazenda_B,1
ANM_01222,Bovino,109,3.7,2,91,Chuva,160,Fazenda_C,0
ANM_01223,Bovino,25,3.9,1,81,Seca,80,Fazenda_B,1
ANM_01224,Caprino,78,4.1,0,94,Seca,234,Fazenda_D,1
ANM_01225,Bovino,18,3.2,0,53,Chuva,83,Fazenda_B,1
ANM_01226,Ovino,75,3.0,0,79,Chuva,96,Fazenda_A,0
ANM_01227,Bovino,62,2.1,0,91,Seca,231,Fazenda_B,0
ANM_01228,Bovino,39,2.9,1,88,Chuva,52,Fazenda_B,1
ANM_01229,Caprino,11,3.0,0,54,Chuva,117,Fazenda_A,1
ANM_01230,Bovino,35,2.4,1,52,Chuva,185,Fazenda_A,1
ANM_01231,Caprino,19,3.1,0,71,Chuva,145,Fazenda_C,1
ANM_01232,Bovino,41,2.4,0,77,Chuva,176,Fazenda_D,1
ANM_01233,Bovino,46,3.9,0,71,Seca,80,Fazenda_D,1
ANM_01234,Bovino,36,3.4,1,71,Chuva,51,Fazenda_A,1
ANM_01235,Ovino,24,2.8,1,83,Seca,158,Fazenda_D,0
ANM_01236,Bovino,43,3.2,0,78,Seca,37,Fazenda_B,1
ANM_01237,Caprino,32,2.3,0,92,Chuva,64,Fazenda_D,1
ANM_01238,Bovino,29,2.4,1,91,Seca,40,Fazenda_A,1
ANM_01239,Caprino,83,2.7,0,62,Chuva,31,Fazenda_D,1
ANM_01240,Bovino,52,3.0,0,56,Chuva,122,Fazenda_A,1
ANM_01241,Caprino,39,3.2,0,59,Seca,39,Fazenda_C,1
ANM_01242,Ovino,32,3.2,0,77,Seca,26,Fazenda_A,1
ANM_01243,Ovino,54,2.2,1,53,Chuva,110,Fazenda_B,0
ANM_01244,Caprino,71,3.0,0,81,Chuva,218,Fazenda_B,0
ANM_01245,Ovino,44,2.5,1,71,Chuva,149,Fazenda_B,0
ANM_01246,Ovino,8,1.0,2,69,Chuva,62,Fazenda_A,0
ANM_01247,Bovino,19,5.0,3,97,Seca,116,Fazenda_A,0
ANM_01248,Bovino,59,2.5,0,69,Seca,40,Fazenda_B,1
ANM_01249,Caprino,56,2.6,0,55,Chuva,48,Fazenda_D,1
ANM_01250,Ovino,44,2.2,0,58,Seca,51,Fazenda_A,1
ANM_01251,Ovino,24,2.4,0,77,Chuva,192,Fazenda_D,1
ANM_01252,Bovino,40,3.0,1,62,Chuva,95,Fazenda_C,1
ANM_01253,Bovino,54,4.0,2,80,Chuva,224,Fazenda_C,1
ANM_01254,Bovino,85,3.0,1,88,Chuva,122,Fazenda_C,1
ANM_01255,Ovino,80,2.9,0,99,Chuva,132,Fazenda_C,1
ANM_01256,Bovino,30,3.9,0,63,Chuva,206,Fazenda_B,1
ANM_01257,Bovino,75,2.7,0,71,Chuva,123,Fazenda_A,1
ANM_01258,Bovino,42,3.1,1,86,Chuva,150,Fazenda_C,1
ANM_01259,Bovino,71,2.5,0,94,Chuva,58,Fazenda_B,1
ANM_01260,Ovino,76,4.3,0,73,Chuva,70,Fazenda_C,0
ANM_01261,Bovino,91,3.8,0,57,Chuva,135,Fazenda_A,1
ANM_01262,Ovino,28,3.0,3,64,Chuva,27,Fazenda_C,0
ANM_01263,Bovino,19,2.8,1,90,Seca,129,Fazenda_C,1
ANM_01264,Bovino,39,3.1,2,55,Seca,65,Fazenda_D,0
ANM_01265,Bovino,52,3.0,1,72,Seca,213,Fazenda_D,0
ANM_01266,Bovino,25,2.0,0,74,Seca,25,Fazenda_D,1
ANM_01267,Bovino,112,3.9,0,80,Seca,131,Fazenda_D,1
ANM_01268,Bovino,27,2.9,0,95,Seca,77,Fazenda_C,1
ANM_01269,Ovino,28,4.4,0,78,Chuva,188,Fazenda_C,1
ANM_01270,Bovino,64,3.4,2,72,Chuva,141,Fazenda_D,1
ANM_01271,Ovino,29,1.3,0,59,Seca,226,Fazenda_A,0
ANM_01272,Caprino,54,2.2,0,58,Seca,134,Fazenda_B,0
ANM_01273,Ovino,77,1.6,0,98,Chuva,73,Fazenda_C,0
ANM_01274,Bovino,117,2.2,0,62,Chuva,95,Fazenda_D,1
ANM_01275,Bovino,63,2.0,1,81,Chuva,188,Fazenda_B,1
ANM_01276,Bovino,102,3.3,0,98,Chuva,67,Fazenda_D,1
ANM_01277,Bovino,26,2.9,0,94,Chuva,243,Fazenda_D,1
ANM_01278,Caprino,16,3.6,0,90,Seca,89,Fazenda_A,1
ANM_01279,Bovino,68,3.1,0,50,Seca,174,Fazenda_A,1
ANM_01280,Bovino,22,2.9,0,50,Chuva,66,Fazenda_C,1
ANM_01281,Ovino,58,4.5,0,86,Seca,224,Fazenda_D,0
ANM_01282,Ovino,8,3.3,2,89,Chuva,136,Fazenda_B,1
ANM_01283,Ovino,31,3.0,0,67,Chuva,42,Fazenda_C,1
ANM_01284,Bovino,26,2.5,0,85,Chuva,221,Fazenda_A,1
ANM_01285,Bovino,111,2.3,1,80,Seca,161,Fazenda_C,0
ANM_01286,Ovino,57,3.6,0,50,Chuva,80,Fazenda_C,0
ANM_01287,Bovino,71,3.6,0,96,Chuva,214,Fazenda_D,1
ANM_01288,Bovino,47,4.2,3,85,Chuva,145,Fazenda_B,1
ANM_01289,Bovino,48,3.4,1,58,Seca,95,Fazenda_A,1
ANM_01290,Bovino,115,2.8,1,71,Chuva,172,Fazenda_C,1
ANM_01291,Bovino,16,3.5,0,77,Chuva,84,Fazenda_C,1
ANM_01292,Bovino,119,3.0,0,75,Chuva,115,Fazenda_D,1
ANM_01293,Ovino,65,3.7,0,59,Chuva,171,Fazenda_C,1
ANM_01294,Ovino,76,4.0,0,96,Chuva,200,Fazenda_B,1
ANM_01295,Caprino,54,3.0,3,52,Seca,125,Fazenda_D,0
ANM_01296,Bovino,77,4.3,0,51,Seca,220,Fazenda_A,0
ANM_01297,Bovino,32,3.9,0,86,Chuva,197,Fazenda_C,1
ANM_01298,Bovino,80,3.1,2,80,Chuva,148,Fazenda_C,1
ANM_01299,Ovino,79,3.6,1,82,Seca,58,Fazenda_D,0
ANM_01300,Ovino,82,3.3,3,81,Chuva,221,Fazenda_C,0
ANM_01301,Bovino,18,3.1,1,92,Seca,63,Fazenda_A,1
ANM_01302,Caprino,73,4.4,0,61,Seca,124,Fazenda_B,0
ANM_01303,Bovino,24,3.5,1,52,Chuva,113,Fazenda_B,1
ANM_01304,Ovino,74,2.5,0,97,Seca,152,Fazenda_D,1
ANM_01305,Ovino,75,2.4,0,75,Seca,142,Fazenda_C,0
ANM_01306,Caprino,7,2.4,1,63,Chuva,215,Fazenda_D,0
ANM_01307,Ovino,69,3.4,1,61,Chuva,143,Fazenda_D,1
ANM_01308,Caprino,35,2.9,2,75,Seca,128,Fazenda_D,0
ANM_01309,Bovino,95,3.3,3,65,Seca,91,Fazenda_D,0
ANM_01310,Caprino,18,3.8,2,57,Seca,227,Fazenda_D,0
ANM_01311,Bovino,90,4.5,0,98,Seca,84,Fazenda_C,1
ANM_01312,Caprino,47,2.9,1,98,Seca,98,Fazenda_B,1
ANM_01313,Ovino,8,2.1,1,77,Seca,107,Fazenda_B,1
ANM_01314,Caprino,43,4.4,3,56,Seca,162,Fazenda_B,0
ANM_01315,Bovino,58,2.1,0,64,Chuva,197,Fazenda_C,0
ANM_01316,Ovino,54,2.1,0,90,Seca,25,Fazenda_C,0
ANM_01317,Ovino,30,4.3,2,85,Seca,85,Fazenda_D,0
ANM_01318,Ovino,28,3.8,0,57,Seca,88,Fazenda_B,1
ANM_01319,Bovino,113,3.4,0,59,Seca,134,Fazenda_D,1
ANM_01320,Bovino,24,3.1,0,64,Chuva,186,Fazenda_B,1
ANM_01321,Bovino,71,2.9,0,67,Seca,124,Fazenda_A,1
ANM_01322,Bovino,59,2.6,1,95,Seca,117,Fazenda_C,1
ANM_01323,Caprino,35,2.9,0,86,Seca,115,Fazenda_A,1
ANM_01324,Bovino,48,3.1,1,90,Chuva,176,Fazenda_B,1
ANM_01325,Caprino,21,2.1,0,94,Seca,240,Fazenda_D,1
ANM_01326,Bovino,73,2.5,0,92,Chuva,235,Fazenda_C,1
ANM_01327,Bovino,108,1.6,0,93,Seca,65,Fazenda_C,1
ANM_01328,Ovino,48,3.2,1,84,Seca,141,Fazenda_D,1
ANM_01329,Ovino,49,3.2,0,51,Chuva,50,Fazenda_A,1
ANM_01330,Bovino,93,4.3,1,71,Chuva,171,Fazenda_A,1
ANM_01331,Ovino,80,3.4,1,64,Chuva,138,Fazenda_A,1
ANM_01332,Ovino,55,2.7,1,86,Seca,145,Fazenda_A,1
ANM_01333,Bovino,77,3.0,1,88,Chuva,162,Fazenda_C,1
ANM_01334,Caprino,38,3.4,0,85,Seca,223,Fazenda_B,1
ANM_01335,Caprino,70,3.3,0,54,Chuva,167,Fazenda_D,1
ANM_01336,Ovino,8,3.5,0,97,Chuva,151,Fazenda_B,1
ANM_01337,Bovino,37,3.4,0,64,Seca,205,Fazenda_B,1
ANM_01338,Ovino,72,2.9,2,76,Chuva,224,Fazenda_A,0
ANM_01339,Bovino,51,2.7,1,65,Chuva,208,Fazenda_B,1
ANM_01340,Bovino,44,2.7,0,85,Seca,146,Fazenda_A,1
ANM_01341,Bovino,117,2.5,0,87,Chuva,127,Fazenda_A,1
ANM_01342,Bovino,39,2.3,2,67,Chuva,157,Fazenda_B,0
ANM_01343,Caprino,35,4.4,0,84,Seca,60,Fazenda_D,0
ANM_01344,Ovino,73,3.2,1,74,Chuva,72,Fazenda_B,1
ANM_01345,Ovino,31,3.0,0,71,Seca,106,Fazenda_B,0
ANM_01346,Bovino,61,2.8,0,80,Chuva,218,Fazenda_C,0
ANM_01347,Bovino,78,3.4,2,86,Chuva,140,Fazenda_A,0
ANM_01348,Bovino,66,3.9,0,83,Chuva,95,Fazenda_C,1
ANM_01349,Caprino,73,3.6,1,72,Seca,67,Fazenda_D,1
ANM_01350,Bovino,103,3.7,2,65,Chuva,162,Fazenda_B,1
ANM_01351,Caprino,24,2.7,1,55,Seca,154,Fazenda_C,0
ANM_01352,Ovino,15,3.1,1,64,Seca,91,Fazenda_C,1
ANM_01353,Bovino,51,2.7,0,67,Seca,218,Fazenda_B,1
ANM_01354,Ovino,27,3.2,1,87,Chuva,190,Fazenda_B,1
ANM_01355,Bovino,78,4.0,1,62,Chuva,23,Fazenda_A,1
ANM_01356,Caprino,27,3.4,3,73,Seca,143,Fazenda_A,0
ANM_01357,Caprino,33,4.2,1,62,Chuva,198,Fazenda_C,0
ANM_01358,Bovino,119,2.9,1,50,Seca,90,Fazenda_B,1
ANM_01359,Bovino,83,2.5,0,97,Chuva,145,Fazenda_A,1
ANM_01360,Ovino,50,3.5,1,85,Chuva,78,Fazenda_A,1
ANM_01361,Caprino,34,3.2,1,98,Seca,128,Fazenda_D,1
